transaction_id,seller_id,buyer_id,transaction_amount,item_category,transaction_date,seller_feedback_score,seller_account_age_days,num_transactions_last_7d,num_transactions_last_30d,dispute_rate,return_rate,num_policy_violations,buyer_feedback_given,login_hour,unique_items_listed,avg_item_price,is_fraud
TXN007035,S04864,B07409,57.58,Collectibles,2024-07-11 01:19:00,94,2132,5,28,0.0355,0.0216,0,1,21,43,52.06,0
TXN006052,S01689,B03386,43.9,Sports,2024-09-01 03:28:00,83,785,4,17,0.0745,0.1726,0,1,8,7,102.12,0
TXN002392,S04845,B03073,59.51,Sports,2024-10-09 04:39:00,80,1819,2,7,0.026,0.0199,1,1,9,44,180.11,0
TXN007182,S04308,B04708,78.88,Home,2024-01-11 15:32:00,96,2247,3,13,0.0037,0.015,0,1,21,35,33.23,0
TXN004329,S02398,B04349,129.94,Collectibles,2024-11-02 10:19:00,84,1266,9,21,0.0295,0.0754,0,1,14,4,128.86,0
TXN006453,S03370,B02550,169.94,Electronics,2024-04-04 08:25:00,99,1409,5,24,0.1461,0.0641,0,1,9,45,20.48,0
TXN001984,S02817,B07996,22.7,Clothing,2024-12-25 23:49:00,97,3250,6,24,0.1334,0.0116,0,0,8,47,34.76,0
TXN008247,S02392,B03876,400.1,Sports,2024-10-25 05:53:00,99,2464,8,22,0.095,0.0345,0,1,12,29,47.21,0
TXN001555,S01355,B06517,66.12,Home,2024-02-26 16:55:00,90,1508,9,5,0.2043,0.0393,0,1,7,22,76.43,0
TXN004851,S04375,B08195,50.66,Toys,2024-10-06 05:38:00,92,3349,1,26,0.042,0.009,0,0,20,28,90.13,0
TXN009096,S05096,B09050,231.98,Electronics,2024-08-01 10:56:00,41,66,39,120,0.7117,0.568,1,1,22,416,26.95,1
TXN009923,S05602,B09758,147.55,Electronics,2024-06-23 05:06:00,37,59,27,196,0.2464,0.1462,2,0,2,54,43.39,1
TXN007533,S01574,B04853,96.7,Home,2024-02-23 20:51:00,92,1621,6,27,0.0109,0.0084,0,1,7,11,62.09,0
TXN006854,S04335,B04983,25.99,Clothing,2024-09-25 13:41:00,92,3238,5,23,0.0214,0.0118,1,1,19,32,14.85,0
TXN004642,S04435,B02156,31.12,Electronics,2024-02-26 00:48:00,83,3347,2,24,0.0744,0.1415,0,0,9,37,136.61,0
TXN002882,S03444,B02808,74.3,Home,2024-02-20 16:06:00,84,343,6,36,0.1182,0.0522,1,0,12,25,37.07,0
TXN001678,S03065,B04395,49.17,Electronics,2024-10-18 00:11:00,84,686,5,33,0.0609,0.1098,0,0,7,17,19.27,0
TXN004886,S01364,B07811,29.42,Home,2024-05-03 00:57:00,90,1271,1,30,0.0303,0.041,0,1,7,14,34.17,0
TXN001965,S01709,B04161,163.09,Electronics,2024-08-31 17:52:00,95,2095,7,17,0.0658,0.0341,0,1,7,48,41.66,0
TXN000902,S03395,B02469,179.88,Electronics,2024-03-17 19:57:00,82,684,1,32,0.0055,0.0633,0,1,7,32,68.78,0
TXN007131,S01721,B07711,42.16,Sports,2024-05-05 12:30:00,93,1305,9,17,0.1722,0.1438,0,1,20,11,79.95,0
TXN003069,S01630,B01406,85.58,Home,2024-10-24 22:13:00,90,2392,5,20,0.0019,0.0258,0,1,11,14,67.99,0
TXN002297,S02349,B05969,79.16,Electronics,2024-10-03 05:37:00,82,1917,9,17,0.0539,0.0394,0,1,15,23,120.89,0
TXN006238,S01621,B08108,40.32,Clothing,2024-02-12 23:06:00,83,2514,4,7,0.0554,0.1385,0,1,16,49,81.43,0
TXN005863,S01374,B08814,161.7,Sports,2024-01-13 17:17:00,91,2272,8,29,0.0261,0.1503,0,1,21,40,177.76,0
TXN000297,S04474,B07391,98.6,Clothing,2024-08-03 15:06:00,96,3611,3,26,0.0484,0.0695,0,1,22,17,37.75,0
TXN008779,S03159,B06286,23.06,Clothing,2024-01-09 14:53:00,92,3142,2,4,0.0066,0.1981,0,1,8,38,57.41,0
TXN000058,S02528,B02894,78.18,Electronics,2024-02-28 21:56:00,92,1249,4,17,0.2274,0.077,0,1,8,48,6.43,0
TXN007243,S01292,B03617,25.77,Home,2024-03-10 00:18:00,83,2693,1,39,0.0198,0.0258,0,1,17,46,26.57,0
TXN004386,S02348,B03556,54.3,Electronics,2024-10-02 05:25:00,85,1431,2,8,0.1596,0.0025,0,1,14,23,64.9,0
TXN002985,S01105,B05483,27.67,Collectibles,2024-11-17 09:22:00,88,2793,2,7,0.0356,0.0098,0,1,17,2,73.65,0
TXN000028,S03433,B04992,45.65,Sports,2024-05-22 14:40:00,81,1034,5,32,0.002,0.1326,0,1,10,47,27.05,0
TXN004408,S02447,B01680,98.19,Collectibles,2024-09-24 11:38:00,82,825,9,22,0.0105,0.1913,0,1,10,46,22.29,0
TXN009878,S05882,B09145,1234.7,Collectibles,2024-05-13 09:54:00,15,27,71,98,0.1065,0.3528,0,1,3,176,95.19,1
TXN002677,S03340,B01610,53.47,Electronics,2024-11-17 14:57:00,96,1541,1,4,0.0284,0.0647,0,1,16,17,29.76,0
TXN008546,S04138,B02609,25.11,Electronics,2024-07-21 15:09:00,91,3321,9,39,0.0006,0.0777,1,0,21,24,63.71,0
TXN005263,S02401,B02975,50.94,Sports,2024-02-06 10:11:00,87,3454,9,27,0.1126,0.1129,0,1,19,13,69.53,0
TXN005842,S02506,B03553,37.89,Clothing,2024-08-20 00:31:00,86,1932,9,10,0.0192,0.0233,0,1,20,5,80.75,0
TXN007022,S02413,B02188,94.14,Electronics,2024-05-20 22:36:00,80,3076,2,33,0.0063,0.0244,0,1,11,13,145.59,0
TXN003249,S01489,B05808,42.14,Home,2024-09-09 03:24:00,94,3491,8,26,0.0879,0.0292,0,0,11,9,36.25,0
TXN005668,S01680,B02184,33.17,Electronics,2024-10-21 18:38:00,89,2633,5,31,0.0367,0.0808,1,1,13,3,116.65,0
TXN003885,S03659,B06275,32.45,Collectibles,2024-11-03 19:28:00,99,1078,3,12,0.0809,0.0972,1,0,18,4,29.44,0
TXN007664,S04362,B07050,144.81,Sports,2024-01-18 17:11:00,82,3338,5,22,0.0058,0.0953,0,1,11,47,20.18,0
TXN000296,S03432,B03118,265.03,Electronics,2024-06-23 00:54:00,92,1180,9,34,0.1044,0.1405,0,1,20,47,67.36,0
TXN003162,S01661,B04715,129.18,Clothing,2024-06-03 18:19:00,96,3080,5,38,0.1926,0.1196,0,1,19,43,30.65,0
TXN002581,S02266,B06694,14.03,Collectibles,2024-10-02 12:47:00,88,195,4,7,0.0221,0.0884,1,1,12,8,68.31,0
TXN003871,S01703,B05472,190.59,Toys,2024-06-10 00:25:00,97,1740,2,38,0.0217,0.009,0,1,22,21,47.8,0
TXN009211,S05692,B09524,89.27,Sports,2024-10-12 08:20:00,39,42,33,67,0.5027,0.2055,2,1,3,303,219.56,1
TXN004405,S04372,B07302,70.94,Collectibles,2024-05-30 21:34:00,96,3040,1,12,0.0887,0.0066,0,1,11,25,33.04,0
TXN006953,S02469,B08485,67.89,Home,2024-07-09 14:22:00,81,1669,1,34,0.0513,0.0336,0,1,16,23,20.6,0
TXN000649,S04118,B01642,65.46,Toys,2024-03-19 20:04:00,92,1046,8,23,0.0193,0.012,1,0,12,15,22.74,0
TXN001371,S01689,B07238,59.72,Home,2024-12-12 04:04:00,96,3190,5,32,0.0073,0.1473,1,1,8,29,52.54,0
TXN009856,S05206,B09448,178.39,Toys,2024-06-15 05:11:00,11,5,74,106,0.4463,0.3864,0,0,0,262,431.99,1
TXN006993,S02105,B07265,25.03,Home,2024-08-04 11:42:00,92,2688,8,3,0.0435,0.0123,0,1,15,32,54.97,0
TXN005533,S03787,B06536,62.81,Electronics,2024-04-28 09:42:00,99,1983,3,6,0.0168,0.0809,1,1,10,37,16.59,0
TXN009621,S05845,B09453,228.46,Electronics,2024-09-20 00:41:00,8,66,39,116,0.6392,0.6283,1,0,5,64,472.8,1
TXN005709,S04256,B01710,75.63,Clothing,2024-08-29 19:40:00,88,2848,8,7,0.0391,0.0111,0,1,18,3,25.68,0
TXN004210,S02698,B05677,41.51,Clothing,2024-07-07 22:03:00,92,1850,4,36,0.125,0.1222,0,1,12,9,21.87,0
TXN000682,S03816,B05243,174.69,Sports,2024-07-16 09:16:00,84,1088,5,5,0.0208,0.1193,0,0,21,24,11.3,0
TXN000435,S01469,B06269,110.66,Home,2024-07-29 01:20:00,96,207,8,3,0.0422,0.0113,0,1,12,13,78.04,0
TXN009310,S05655,B09857,227.53,Collectibles,2024-04-27 17:19:00,55,12,36,52,0.8313,0.6827,1,0,3,395,442.39,1
TXN004825,S02140,B04920,66.21,Electronics,2024-03-31 02:09:00,85,3387,1,33,0.1066,0.0576,0,1,18,15,14.36,0
TXN009762,S05212,B09972,129.93,Collectibles,2024-09-15 09:07:00,26,41,58,167,0.5583,0.595,3,0,2,391,100.99,1
TXN003160,S01115,B07897,22.79,Clothing,2024-04-05 12:18:00,97,856,6,28,0.0275,0.0441,0,1,22,31,29.62,0
TXN001490,S03243,B04682,39.28,Electronics,2024-01-21 06:53:00,82,2652,2,3,0.0158,0.0659,0,1,7,37,14.46,0
TXN002988,S02681,B04237,134.54,Collectibles,2024-09-28 03:39:00,88,3126,3,17,0.0439,0.0186,0,1,7,13,32.33,0
TXN000813,S04555,B04723,10.08,Clothing,2024-12-21 15:12:00,89,1187,7,16,0.0448,0.1285,0,1,20,26,78.4,0
TXN001883,S03058,B07746,85.36,Clothing,2024-08-22 06:45:00,96,2716,5,28,0.018,0.0395,0,1,21,32,30.75,0
TXN009268,S05702,B09004,164.17,Electronics,2024-02-14 16:22:00,10,41,65,91,0.7141,0.3062,4,0,4,359,54.96,1
TXN004937,S01018,B02257,153.06,Clothing,2024-11-03 17:00:00,98,2397,8,15,0.022,0.098,0,1,18,21,51.49,0
TXN009936,S05897,B09670,687.74,Collectibles,2024-09-22 23:07:00,43,80,24,82,0.2578,0.3716,2,0,5,225,191.35,1
TXN001941,S03571,B03283,130.93,Electronics,2024-11-04 06:49:00,91,2172,7,31,0.051,0.0242,0,1,17,3,94.96,0
TXN003297,S04507,B02304,15.2,Clothing,2024-12-11 15:42:00,95,3420,9,38,0.0047,0.0531,1,0,21,31,29.49,0
TXN003535,S04423,B06727,56.44,Electronics,2024-10-15 19:27:00,89,639,4,16,0.016,0.0248,0,1,22,15,37.2,0
TXN004526,S04691,B04587,42.48,Collectibles,2024-01-07 21:15:00,80,2870,3,38,0.0619,0.0188,0,0,17,11,218.67,0
TXN003730,S04895,B08710,79.92,Clothing,2024-07-28 03:07:00,81,2970,2,14,0.0176,0.0065,0,0,9,18,44.36,0
TXN007016,S03535,B03527,28.09,Collectibles,2024-08-19 06:39:00,98,1718,7,3,0.0254,0.2114,0,1,10,45,47.5,0
TXN001613,S04974,B01709,10.95,Clothing,2024-01-14 06:10:00,91,1261,6,16,0.034,0.0146,0,1,12,40,125.33,0
TXN001182,S01523,B04134,33.98,Home,2024-09-19 13:06:00,98,2881,6,29,0.06,0.0432,0,0,15,33,125.42,0
TXN001376,S02673,B05025,28.74,Home,2024-03-18 13:39:00,81,3110,2,15,0.0436,0.0487,0,1,9,34,100.98,0
TXN009225,S05603,B09775,64.26,Electronics,2024-03-08 18:27:00,26,53,72,96,0.7975,0.496,0,0,2,418,176.34,1
TXN003947,S04726,B04057,25.95,Clothing,2024-03-30 07:56:00,91,1295,4,34,0.0061,0.1448,0,1,9,28,24.43,0
TXN007211,S01389,B07333,202.13,Collectibles,2024-05-08 02:33:00,92,1642,6,13,0.031,0.0163,0,0,17,25,42.04,0
TXN005212,S04074,B01559,43.71,Home,2024-03-02 18:24:00,95,1394,4,26,0.0157,0.0058,0,1,9,7,32.0,0
TXN000064,S03888,B04183,22.7,Home,2024-04-01 16:58:00,81,2829,9,9,0.0002,0.0632,0,1,15,46,4.37,0
TXN000627,S01487,B07067,58.79,Clothing,2024-12-08 11:04:00,89,1909,2,35,0.0428,0.0013,0,1,9,13,171.42,0
TXN004422,S03580,B03132,87.46,Clothing,2024-10-01 06:04:00,87,2333,5,10,0.0248,0.1968,0,1,12,48,21.33,0
TXN001670,S03332,B01309,74.15,Electronics,2024-08-01 19:41:00,82,796,3,32,0.0037,0.005,0,0,17,44,9.93,0
TXN002113,S04390,B04642,26.23,Clothing,2024-01-09 06:33:00,94,1024,9,18,0.0074,0.0244,0,0,10,36,78.32,0
TXN005805,S02567,B01096,58.72,Collectibles,2024-04-14 13:05:00,86,721,9,10,0.044,0.0249,0,0,11,4,42.39,0
TXN009764,S05075,B09155,58.86,Electronics,2024-05-27 14:33:00,26,37,49,99,0.5076,0.3839,3,1,22,460,120.02,1
TXN004033,S01959,B04524,17.55,Collectibles,2024-06-15 18:01:00,95,2797,8,20,0.0503,0.029,0,1,22,37,89.04,0
TXN006546,S01954,B07854,115.0,Home,2024-02-29 05:57:00,92,182,2,19,0.0295,0.0552,0,1,15,31,100.15,0
TXN007949,S03457,B04227,26.26,Clothing,2024-10-27 09:54:00,92,1516,1,32,0.025,0.032,0,1,17,11,25.42,0
TXN000085,S01034,B07144,48.34,Electronics,2024-05-06 07:04:00,94,275,6,32,0.0389,0.0104,0,1,21,49,43.59,0
TXN009181,S05026,B09390,104.46,Clothing,2024-03-31 10:18:00,1,19,72,125,0.3947,0.4003,2,0,23,145,663.76,1
TXN001463,S01197,B07567,24.4,Home,2024-12-02 12:54:00,87,1947,9,37,0.1424,0.0947,1,1,17,21,45.84,0
TXN002284,S02690,B07403,95.55,Home,2024-08-30 17:03:00,88,2504,4,33,0.0137,0.0857,0,1,10,49,67.72,0
TXN002888,S04712,B03451,26.4,Toys,2024-04-21 19:40:00,83,2912,1,20,0.0004,0.0091,0,1,10,17,23.98,0
TXN005835,S03330,B07482,72.45,Electronics,2024-03-24 12:43:00,81,1482,7,9,0.0628,0.0092,0,1,20,1,28.14,0
TXN000685,S01515,B04304,18.75,Home,2024-10-25 21:09:00,84,2782,3,16,0.0061,0.1054,0,1,16,42,38.54,0
TXN004470,S01141,B04175,46.03,Books,2024-03-10 15:31:00,94,1975,8,17,0.0174,0.022,0,0,20,15,49.74,0
TXN000419,S01397,B02004,80.1,Toys,2024-09-04 15:15:00,93,2295,7,19,0.0256,0.048,0,1,19,3,131.64,0
TXN005229,S03096,B08131,19.73,Clothing,2024-11-26 15:24:00,88,480,9,22,0.0647,0.0405,0,1,16,15,89.15,0
TXN004254,S02602,B08484,82.9,Electronics,2024-12-10 03:00:00,95,3054,1,13,0.0054,0.0178,0,1,8,27,48.49,0
TXN002710,S04374,B08422,18.64,Sports,2024-08-27 01:06:00,84,320,2,39,0.0692,0.0925,0,1,22,4,102.59,0
TXN002358,S02453,B02416,16.11,Toys,2024-03-02 12:50:00,93,539,9,26,0.0031,0.1303,0,1,17,20,192.83,0
TXN008060,S03895,B04527,164.24,Collectibles,2024-08-08 19:38:00,91,3362,8,26,0.1063,0.018,0,1,18,24,80.56,0
TXN001367,S03026,B04875,60.41,Clothing,2024-04-27 12:05:00,85,2852,1,24,0.0094,0.0867,0,1,13,20,39.46,0
TXN006278,S02647,B08750,167.66,Home,2024-06-30 16:38:00,85,2502,4,39,0.0809,0.0006,0,1,21,13,58.98,0
TXN003917,S03014,B05416,134.61,Electronics,2024-10-04 04:09:00,81,2148,3,28,0.0309,0.022,0,1,9,2,102.01,0
TXN000294,S02759,B04779,44.35,Home,2024-08-07 21:23:00,87,3061,5,5,0.0743,0.08,0,1,18,9,12.0,0
TXN002640,S02273,B03853,40.52,Collectibles,2024-07-13 02:48:00,96,1432,8,30,0.081,0.0008,0,1,18,12,63.41,0
TXN009459,S05996,B09490,282.81,Books,2024-08-08 02:59:00,12,52,33,164,0.542,0.6367,3,0,4,296,87.84,1
TXN001507,S04767,B06484,48.13,Clothing,2024-03-06 02:57:00,92,991,2,19,0.0448,0.0124,0,1,10,7,83.04,0
TXN009038,S05863,B09712,191.44,Electronics,2024-05-10 14:29:00,52,44,15,112,0.4956,0.221,0,0,0,282,149.23,1
TXN007394,S04783,B06896,80.11,Home,2024-07-22 22:55:00,87,1646,5,6,0.0625,0.0015,1,1,20,12,25.45,0
TXN001635,S01284,B04164,61.16,Collectibles,2024-10-19 16:51:00,83,1432,9,33,0.0364,0.0303,0,1,7,38,34.09,0
TXN002458,S03548,B05324,40.53,Home,2024-08-10 13:59:00,92,2692,8,24,0.1898,0.0058,0,0,9,13,22.01,0
TXN009892,S05136,B09621,472.67,Collectibles,2024-10-05 15:12:00,35,20,71,156,0.2997,0.3492,0,1,1,314,119.56,1
TXN005559,S04088,B06241,114.71,Home,2024-11-08 10:08:00,91,1016,2,13,0.0162,0.0674,0,1,14,9,43.63,0
TXN009752,S05836,B09278,18.88,Clothing,2024-02-02 14:36:00,3,5,55,133,0.3233,0.3697,4,0,0,190,230.19,1
TXN002301,S01585,B05969,182.21,Collectibles,2024-09-30 09:58:00,98,498,4,22,0.0038,0.0309,0,1,17,28,118.23,0
TXN004538,S04372,B04346,26.05,Electronics,2024-02-22 22:46:00,84,1023,8,13,0.021,0.067,0,1,19,33,71.88,0
TXN002939,S02763,B01337,44.61,Home,2024-07-18 02:50:00,82,1193,4,37,0.0087,0.0116,0,1,15,43,200.44,0
TXN001564,S04056,B08371,79.02,Clothing,2024-11-10 11:14:00,82,803,7,4,0.0063,0.0601,0,1,18,4,70.3,0
TXN005690,S02987,B05091,46.37,Electronics,2024-10-12 13:41:00,84,3224,3,32,0.0438,0.0479,0,1,8,21,48.3,0
TXN008659,S01494,B08069,9.93,Toys,2024-01-07 08:28:00,91,1817,4,7,0.0956,0.0683,0,0,13,4,96.61,0
TXN007518,S02471,B07840,199.57,Collectibles,2024-10-22 22:34:00,84,2363,9,27,0.0664,0.1369,0,1,22,16,70.52,0
TXN001980,S02039,B01199,37.43,Toys,2024-01-04 20:04:00,83,2912,6,27,0.013,0.0059,0,0,9,37,24.27,0
TXN001884,S04583,B08331,56.12,Electronics,2024-06-22 03:48:00,86,845,8,31,0.0105,0.0777,0,1,17,10,54.8,0
TXN003804,S01182,B01798,18.27,Clothing,2024-08-25 19:18:00,87,2433,1,26,0.0605,0.0969,0,1,7,44,59.19,0
TXN000439,S02693,B01128,28.36,Toys,2024-01-19 04:32:00,89,1532,4,12,0.0093,0.0481,0,1,13,33,69.05,0
TXN004636,S01374,B06912,17.44,Sports,2024-03-14 02:27:00,92,2869,3,24,0.0107,0.0001,0,0,18,28,40.36,0
TXN004529,S01583,B01815,25.08,Toys,2024-01-05 13:30:00,84,3203,6,6,0.0312,0.0161,0,1,20,36,27.18,0
TXN004333,S03990,B08873,65.58,Home,2024-04-20 15:18:00,95,3460,8,13,0.0049,0.0254,1,1,13,2,48.19,0
TXN003574,S01769,B03838,79.69,Clothing,2024-11-11 11:44:00,87,3503,1,16,0.0656,0.0198,0,1,21,35,40.09,0
TXN008742,S02375,B01825,39.27,Books,2024-04-14 17:41:00,93,1850,6,24,0.08,0.0554,0,1,12,5,59.68,0
TXN008912,S02031,B07125,111.03,Collectibles,2024-10-07 07:45:00,91,3502,5,17,0.1216,0.1347,0,1,12,31,46.19,0
TXN004818,S03660,B02344,67.06,Electronics,2024-11-23 06:20:00,82,3128,8,33,0.0426,0.0145,1,1,7,22,98.54,0
TXN006436,S04406,B01332,176.86,Toys,2024-01-04 19:03:00,83,2438,1,9,0.1269,0.0214,0,1,18,5,84.57,0
TXN002987,S03717,B07961,43.74,Clothing,2024-04-30 06:07:00,81,654,9,36,0.0437,0.0196,1,1,12,28,121.48,0
TXN007839,S04012,B06226,33.37,Sports,2024-03-04 16:40:00,97,3474,2,21,0.0152,0.0744,0,1,12,42,31.22,0
TXN000705,S02636,B01397,18.23,Clothing,2024-03-24 05:53:00,96,2104,2,9,0.0037,0.0453,1,1,9,25,101.94,0
TXN002281,S02247,B07300,140.99,Books,2024-12-24 23:05:00,97,1526,1,7,0.1894,0.0675,0,1,21,1,124.54,0
TXN008735,S01662,B06477,44.97,Collectibles,2024-09-02 03:17:00,91,1830,2,35,0.0429,0.0695,0,1,10,38,90.72,0
TXN004148,S04180,B01238,215.56,Collectibles,2024-04-29 16:37:00,89,208,8,21,0.0059,0.0201,0,1,10,16,44.24,0
TXN005413,S04365,B04741,60.22,Collectibles,2024-05-28 04:58:00,95,758,2,6,0.0332,0.0087,0,1,20,1,51.42,0
TXN000374,S01452,B05034,91.73,Electronics,2024-01-31 05:50:00,89,910,2,37,0.0275,0.0193,0,0,19,15,33.26,0
TXN006406,S04816,B02230,100.38,Collectibles,2024-05-14 13:23:00,85,2608,9,19,0.016,0.0633,0,0,22,9,33.1,0
TXN009224,S05050,B09783,144.89,Electronics,2024-08-15 14:28:00,34,13,78,160,0.5825,0.675,1,0,1,426,1215.99,1
TXN002586,S04427,B04368,113.21,Electronics,2024-05-26 14:10:00,90,2943,8,26,0.0756,0.0497,0,1,7,13,102.67,0
TXN001333,S01946,B02216,108.73,Sports,2024-02-17 12:32:00,81,294,3,36,0.0288,0.1058,0,1,17,16,15.57,0
TXN009573,S05500,B09643,57.57,Electronics,2024-05-28 04:09:00,43,8,22,182,0.5141,0.2261,2,1,23,84,81.22,1
TXN005283,S03222,B01045,52.5,Books,2024-06-08 12:39:00,87,3016,1,19,0.0532,0.0748,0,0,18,43,8.92,0
TXN009132,S05299,B09640,146.69,Toys,2024-06-05 19:49:00,29,22,63,198,0.4347,0.5125,4,1,2,336,151.04,1
TXN008316,S04010,B05839,9.13,Toys,2024-03-21 03:55:00,92,3018,8,31,0.0405,0.0339,0,0,14,16,29.33,0
TXN009810,S05300,B09384,97.33,Electronics,2024-07-31 20:51:00,25,28,77,134,0.4323,0.5555,0,0,3,274,23.17,1
TXN001785,S02757,B01048,119.46,Toys,2024-01-11 01:44:00,99,1940,9,5,0.0096,0.0791,0,1,16,46,46.22,0
TXN003183,S02931,B01834,51.03,Electronics,2024-05-19 11:26:00,82,2075,4,7,0.0345,0.0085,0,1,14,32,40.7,0
TXN000495,S04394,B04114,126.24,Home,2024-03-08 02:58:00,84,2946,9,13,0.05,0.0303,0,0,8,29,45.72,0
TXN007364,S02325,B08239,22.92,Sports,2024-05-13 05:41:00,83,942,6,36,0.0039,0.0255,2,1,18,9,88.65,0
TXN002861,S04752,B08385,13.62,Sports,2024-08-31 09:30:00,93,2160,1,23,0.0252,0.1341,0,1,14,8,40.54,0
TXN007930,S04950,B08254,40.03,Toys,2024-06-25 13:56:00,85,201,5,24,0.0021,0.1904,0,1,14,45,48.46,0
TXN004042,S01883,B04788,55.92,Home,2024-08-19 20:57:00,83,184,2,20,0.0144,0.0115,0,1,19,29,41.82,0
TXN007179,S02806,B01625,159.01,Home,2024-05-19 06:56:00,94,2897,8,22,0.0342,0.0295,0,0,16,14,62.32,0
TXN002898,S03190,B07085,34.46,Books,2024-12-07 10:16:00,85,308,2,18,0.0647,0.0277,0,1,14,9,20.08,0
TXN000367,S04643,B05493,8.22,Electronics,2024-12-25 14:04:00,85,3530,2,39,0.0154,0.0324,0,1,15,34,27.53,0
TXN000850,S03842,B05732,37.06,Toys,2024-11-05 10:53:00,85,882,4,27,0.0143,0.2465,1,0,8,42,187.22,0
TXN007441,S02719,B01874,190.22,Electronics,2024-05-27 03:54:00,81,1498,1,3,0.0042,0.004,0,1,20,25,83.48,0
TXN009455,S05719,B09281,56.65,Collectibles,2024-12-27 19:25:00,36,34,20,116,0.4216,0.5685,1,0,0,331,112.37,1
TXN004302,S01595,B07458,50.31,Sports,2024-09-08 02:50:00,99,921,2,21,0.0745,0.0035,0,0,21,4,26.79,0
TXN002654,S02269,B02563,88.69,Clothing,2024-03-07 19:36:00,97,291,7,35,0.0038,0.0297,0,1,7,29,72.58,0
TXN003504,S01086,B06695,32.36,Clothing,2024-10-25 00:33:00,92,2760,9,12,0.0027,0.0181,0,1,16,10,44.87,0
TXN001542,S03265,B06157,161.06,Electronics,2024-12-24 11:36:00,96,813,7,15,0.0076,0.0299,0,1,7,44,52.84,0
TXN004166,S03178,B04247,83.81,Home,2024-12-06 07:51:00,88,745,3,20,0.0095,0.0661,0,1,15,13,89.83,0
TXN008867,S03334,B02252,105.25,Home,2024-07-18 17:59:00,98,1081,7,14,0.0774,0.0867,0,1,17,30,40.57,0
TXN000323,S03799,B03738,22.16,Clothing,2024-12-05 18:23:00,80,1043,6,15,0.0003,0.1103,0,1,17,8,33.84,0
TXN002032,S04587,B05018,59.13,Collectibles,2024-10-26 04:36:00,95,619,9,15,0.0045,0.029,1,1,19,29,55.21,0
TXN000814,S04636,B06925,58.11,Clothing,2024-03-03 04:54:00,89,2437,7,27,0.0365,0.0053,0,1,7,21,22.37,0
TXN008940,S01571,B05744,37.05,Home,2024-12-17 22:11:00,95,986,2,28,0.0446,0.0742,0,1,22,31,32.85,0
TXN009376,S05757,B09906,494.44,Clothing,2024-03-12 13:35:00,9,81,17,110,0.3027,0.457,3,0,4,143,122.69,1
TXN001080,S04805,B07154,42.75,Books,2024-07-12 21:38:00,88,389,8,14,0.0187,0.061,0,1,21,43,102.31,0
TXN002227,S04111,B01237,68.83,Electronics,2024-03-02 22:33:00,90,736,8,29,0.0001,0.0427,0,1,16,25,21.32,0
TXN009137,S05118,B09285,389.13,Electronics,2024-08-20 06:08:00,20,76,41,129,0.5766,0.6513,3,0,2,169,174.43,1
TXN009532,S05529,B09395,367.65,Home,2024-02-22 15:41:00,8,11,50,117,0.2708,0.2657,0,0,1,275,257.35,1
TXN002706,S01459,B01940,57.37,Electronics,2024-12-31 16:07:00,88,3010,5,6,0.0292,0.0127,0,1,7,47,84.51,0
TXN006825,S03486,B07890,165.56,Books,2024-11-25 13:05:00,81,3597,9,18,0.009,0.0253,0,1,11,4,63.16,0
TXN007557,S03402,B07109,60.49,Collectibles,2024-02-06 21:25:00,89,3259,4,16,0.1286,0.0127,0,1,17,26,39.67,0
TXN001165,S02969,B04985,88.39,Collectibles,2024-06-16 00:40:00,88,1965,1,17,0.0932,0.0351,0,0,13,24,44.19,0
TXN003262,S01133,B02888,97.69,Electronics,2024-10-29 03:47:00,80,1270,4,17,0.0523,0.0424,0,0,20,17,53.96,0
TXN004688,S03442,B04229,51.2,Clothing,2024-12-21 13:38:00,94,2232,6,34,0.0162,0.072,0,1,15,31,388.42,0
TXN001451,S01992,B07755,67.39,Books,2024-02-14 17:29:00,82,343,9,4,0.0656,0.0243,0,1,14,34,76.8,0
TXN003863,S01580,B07256,30.43,Home,2024-11-24 21:41:00,86,2759,2,7,0.0516,0.1551,0,0,16,41,38.93,0
TXN006104,S01330,B02160,36.47,Sports,2024-05-30 11:01:00,93,1569,7,25,0.0535,0.0149,0,1,18,27,36.45,0
TXN009216,S05679,B09903,855.56,Electronics,2024-05-16 21:41:00,32,58,23,146,0.5189,0.374,1,1,0,347,277.16,1
TXN007121,S01780,B04007,19.01,Sports,2024-12-18 09:12:00,81,3166,8,25,0.0359,0.0118,0,1,19,27,44.44,0
TXN006399,S02621,B02115,44.94,Books,2024-08-12 13:35:00,91,898,2,4,0.015,0.0077,0,0,7,15,46.9,0
TXN009589,S05759,B09607,311.37,Electronics,2024-07-12 16:43:00,46,27,61,95,0.4153,0.6806,1,1,5,197,137.89,1
TXN006215,S01195,B01768,81.75,Sports,2024-09-11 06:19:00,82,1585,8,10,0.026,0.0454,0,1,17,4,28.46,0
TXN009646,S05273,B09363,419.46,Electronics,2024-09-25 15:15:00,50,41,70,51,0.4498,0.2488,2,0,4,442,37.99,1
TXN005337,S02625,B07963,39.37,Collectibles,2024-09-05 08:05:00,95,904,6,12,0.0897,0.0038,1,1,12,45,44.73,0
TXN004057,S03105,B08332,190.92,Electronics,2024-04-15 04:55:00,97,827,4,8,0.1668,0.0876,0,0,8,4,64.02,0
TXN009512,S05966,B09033,1227.2,Home,2024-08-06 04:49:00,40,51,49,187,0.4471,0.4538,2,0,4,231,144.99,1
